check,status,detail,source,observed_at
dns,error,[Errno -3] Temporary failure in name resolution,,2026-09-26T06:27:35.417545+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-26T06:27:35.417565+05:30
