check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-24T06:53:00.427639+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-24T06:53:00.427656+05:30
tls,pass,TLS certificate valid,,2026-09-24T06:53:01.645144+05:30
http,pass,Probe 1: HTTP 200 at https://caa.gov.lk/,https://caa.gov.lk/,2026-09-24T06:57:11.621761+05:30
http,pass,Probe 2: HTTP 200 at https://caa.gov.lk/,http://caa.gov.lk/,2026-09-24T06:57:11.621787+05:30
http,pass,Probe 3: HTTP 200 at https://caa.gov.lk/,https://caa.gov.lk/,2026-09-24T06:57:11.621792+05:30
http,pass,Probe 4: HTTP 200 at https://caa.gov.lk/,http://caa.gov.lk/,2026-09-24T06:57:11.621795+05:30
http,pass,Probe 5: HTTP 200 at https://caa.gov.lk/web/,https://caa.gov.lk/web,2026-09-24T06:57:11.621799+05:30
http,pass,Probe 6: HTTP 200 at https://caa.gov.lk/web/index.php,https://caa.gov.lk/web/index.php,2026-09-24T06:57:11.621801+05:30
http,pass,Probe 7: HTTP 200 at https://caa.gov.lk/web/index.php?option=com_content&view=article&id=80&Itemid=508&lang=en,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=80&Itemid=508&lang=en,2026-09-24T06:57:11.621804+05:30
http,pass,Probe 8: HTTP 200 at https://caa.gov.lk/web/index.php?option=com_content&view=article&id=152&Itemid=509&lang=en,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=152&Itemid=509&lang=en,2026-09-24T06:57:11.621807+05:30
http,pass,Probe 9: HTTP 200 at https://caa.gov.lk/web/index.php?option=com_content&view=article&id=94&Itemid=537&lang=en,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=94&Itemid=537&lang=en,2026-09-24T06:57:11.621810+05:30
http,pass,Probe 10: HTTP 200 at https://caa.gov.lk/web/index.php?option=com_content&view=article&id=95&Itemid=538&lang=en,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=95&Itemid=538&lang=en,2026-09-24T06:57:11.621813+05:30
http,pass,Probe 11: HTTP 200 at https://caa.gov.lk/web/index.php?option=com_content&view=article&id=124&Itemid=539&lang=en,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=124&Itemid=539&lang=en,2026-09-24T06:57:11.621816+05:30
http,pass,Probe 12: HTTP 200 at https://caa.gov.lk/web/index.php?option=com_content&view=article&id=125&Itemid=540&lang=en,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=125&Itemid=540&lang=en,2026-09-24T06:57:11.621818+05:30
http,pass,Probe 13: HTTP 200 at https://caa.gov.lk/web/index.php?option=com_content&view=article&id=111&Itemid=560&lang=en,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=111&Itemid=560&lang=en,2026-09-24T06:57:11.621821+05:30
http,pass,Probe 14: HTTP 200 at https://caa.gov.lk/web/index.php?option=com_content&view=article&id=112&Itemid=561&lang=en,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=112&Itemid=561&lang=en,2026-09-24T06:57:11.621824+05:30
named_responsibility,pass,Published named responsibility: division,https://caa.gov.lk/web/,
legal_basis,pass,Published legal basis: regulations,https://caa.gov.lk/web/,
named_responsibility,pass,Published named responsibility: division,https://caa.gov.lk/web/index.php,
legal_basis,pass,Published legal basis: regulations,https://caa.gov.lk/web/index.php,
named_responsibility,pass,Published named responsibility: director,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=80&Itemid=508&lang=en,
legal_basis,pass,Published legal basis: under the act,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=80&Itemid=508&lang=en,
named_responsibility,pass,Published named responsibility: division,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=152&Itemid=509&lang=en,
legal_basis,pass,Published legal basis: regulations,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=152&Itemid=509&lang=en,
named_responsibility,pass,Published named responsibility: division,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=94&Itemid=537&lang=en,
legal_basis,pass,Published legal basis: regulations,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=94&Itemid=537&lang=en,
named_responsibility,pass,Published named responsibility: division,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=95&Itemid=538&lang=en,
legal_basis,pass,Published legal basis: regulations,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=95&Itemid=538&lang=en,
named_responsibility,pass,Published named responsibility: director,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=124&Itemid=539&lang=en,
legal_basis,pass,Published legal basis: regulations,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=124&Itemid=539&lang=en,
fees_and_payment,pass,Published fees and payment: rs 2026,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=124&Itemid=539&lang=en,
processing_time,pass,Published processing time: 30 days,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=124&Itemid=539&lang=en,
named_responsibility,pass,Published named responsibility: division,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=125&Itemid=540&lang=en,
legal_basis,pass,Published legal basis: regulations,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=125&Itemid=540&lang=en,
fees_and_payment,pass,Published fees and payment: rs 2026,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=125&Itemid=540&lang=en,
named_responsibility,pass,Published named responsibility: division,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=111&Itemid=560&lang=en,
legal_basis,pass,Published legal basis: regulations,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=111&Itemid=560&lang=en,
named_responsibility,pass,Published named responsibility: division,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=112&Itemid=561&lang=en,
legal_basis,pass,Published legal basis: regulations,https://caa.gov.lk/web/index.php?option=com_content&view=article&id=112&Itemid=561&lang=en,
page_text,pass,Substantive page content: 23383 visible characters across 14 pages,https://caa.gov.lk/,
