check,status,detail,source,observed_at
dns,error,[Errno -3] Temporary failure in name resolution,,2026-09-18T06:23:48.044471+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-18T06:23:48.044487+05:30
