check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-26T07:05:00.816281+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-26T07:05:00.816306+05:30
tls_expired,fail,TLS certificate has expired,,2026-09-26T07:05:02.060716+05:30
tls_browser_error,fail,Probe 1: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1010),https://www.portmin.gov.lk/,2026-09-26T07:05:07.021022+05:30
http,pass,Probe 2: HTTP 200 at http://www.portmin.gov.lk/,http://www.portmin.gov.lk/,2026-09-26T07:05:07.021043+05:30
tls_browser_error,fail,Probe 3: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1010),https://www.portmin.gov.lk/,2026-09-26T07:05:07.021047+05:30
http,pass,Probe 4: HTTP 200 at http://www.portmin.gov.lk/,http://www.portmin.gov.lk/,2026-09-26T07:05:07.021050+05:30
generic_hosting,fail,Detected generic hosting marker: under construction,http://www.portmin.gov.lk/,
generic_hosting,fail,Detected generic hosting marker: under construction,http://www.portmin.gov.lk/,
page_text,fail,Only 147 visible characters across 2 pages; below substance threshold 200,http://www.portmin.gov.lk/,
