check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-26T06:18:17.771199+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-26T06:18:17.771217+05:30
tls,pass,TLS certificate valid,,2026-09-26T06:18:18.357563+05:30
http,pass,Probe 1: HTTP 200 at https://www.doenets.lk/,https://www.doenets.lk/,2026-09-26T06:18:24.620409+05:30
http,pass,Probe 2: HTTP 200 at https://www.doenets.lk/,http://www.doenets.lk/,2026-09-26T06:18:24.620426+05:30
http,pass,Probe 3: HTTP 200 at https://www.doenets.lk/,https://www.doenets.lk/,2026-09-26T06:18:24.620429+05:30
http,pass,Probe 4: HTTP 200 at https://www.doenets.lk/,http://www.doenets.lk/,2026-09-26T06:18:24.620432+05:30
named_responsibility,pass,Published named responsibility: department,https://www.doenets.lk/,
named_responsibility,pass,Published named responsibility: department,https://www.doenets.lk/,
named_responsibility,pass,Published named responsibility: department,https://www.doenets.lk/,
named_responsibility,pass,Published named responsibility: department,https://www.doenets.lk/,
page_text,fail,Only 42 visible characters across 4 pages; below substance threshold 200,https://www.doenets.lk/,
