check,status,detail,source,observed_at
dns,pass,Public DNS resolved,,2026-09-18T06:13:23.257368+05:30
domain_registration,error,Domain is absent from RDAP,,2026-09-18T06:13:23.257385+05:30
tls,pass,TLS certificate valid,,2026-09-18T06:13:24.539029+05:30
http,pass,Probe 1: HTTP 200 at https://archives.gov.lk/,https://archives.gov.lk/,2026-09-18T06:13:37.647043+05:30
http,pass,Probe 2: HTTP 200 at http://archives.gov.lk/,http://archives.gov.lk/,2026-09-18T06:13:37.647068+05:30
http,pass,Probe 3: HTTP 200 at https://archives.gov.lk/,https://archives.gov.lk/,2026-09-18T06:13:37.647076+05:30
http,pass,Probe 4: HTTP 200 at http://archives.gov.lk/,http://archives.gov.lk/,2026-09-18T06:13:37.647081+05:30
http,pass,Probe 5: HTTP 200 at https://archives.gov.lk/index.php,https://archives.gov.lk/index.php,2026-09-18T06:13:37.647087+05:30
http,pass,Probe 6: HTTP 200 at http://archives.gov.lk/index.php,http://archives.gov.lk/index.php,2026-09-18T06:13:37.647092+05:30
named_responsibility,pass,Published named responsibility: department,https://archives.gov.lk/,
named_responsibility,pass,Published named responsibility: department,http://archives.gov.lk/,
named_responsibility,pass,Published named responsibility: department,https://archives.gov.lk/,
named_responsibility,pass,Published named responsibility: department,http://archives.gov.lk/,
named_responsibility,pass,Published named responsibility: department,https://archives.gov.lk/index.php,
named_responsibility,pass,Published named responsibility: department,http://archives.gov.lk/index.php,
page_text,pass,Substantive page content: 399 visible characters across 6 pages,https://archives.gov.lk/,
